CH3	CH4
48008	46288
47992	46344
48100	46306
48080	46258
48116	46256
48228	46304
48172	46236
48203	46256
48196	46216
48216	46248
48240	46212
48256	46164
48228	46156
48321	46152
48282	46140
48236	46104
48240	46072
48324	46053
48272	46036
48284	45938
48345	45972
48388	45932
48344	45857
48344	45825
48432	45776
48396	45741
48428	45708
48416	45696
48400	45585
48412	45552
48388	45504
48388	45408
48376	45312
48396	45236
48320	45076
48296	44960
48212	44856
48176	44672
48104	44496
48008	44353
47924	44164
47821	43985
47728	43733
47672	43500
47546	43328
47352	43030
47284	42832
47129	42536
46912	42305
46752	42072
46568	41752
46392	41529
46266	41237
45996	40952
45849	40677
45656	40412
45404	40121
45172	39840
44896	39520
44684	39234
44456	38954
44236	38680
43960	38393
43728	38145
43506	37828
43216	37552
42972	37298
42740	37012
42568	36729
42213	36456
41980	36212
41825	35921
41520	35669
41412	35392
41040	35137
40840	34873
40604	34621
40372	34364
40152	34128
39912	33872
39756	33629
39560	33384
39306	33128
39108	32886
38876	32620
38674	32364
38474	32124
38260	31868
38136	31584
37856	31332
37742	31052
37444	30801
37233	30508
37070	30248
36868	29986
36644	29696
36410	29428
36204	29131
35936	28864
35736	28550
35508	28316
35256	28034
35008	27764
34768	27481
34493	27244
34244	26976
33972	26724
33688	26465
33416	26268
33148	26025
32868	25812
32616	25616
32293	25364
31992	25172
31712	25004
31340	24824
31108	24616
30772	24452
30472	24298
30144	24138
29872	23986
29554	23837
29258	23698
28956	23556
28624	23442
28338	23324
28060	23225
27788	23136
27528	23053
27265	22978
26944	22916
26690	22858
26510	22822
26184	22784
26024	22756
25732	22749
25526	22721
25360	22722
25082	22701
24894	22690
24721	22684
24510	22670
24312	22692
24136	22648
23904	22672
23744	22616
23504	22635
23336	22572
23173	22520
22994	22504
22800	22456
22596	22425
22430	22400
22180	22293
22052	22244
21890	22174
21696	22156
21552	22064
21305	22040
21134	21973
21018	21864
20886	21792
20697	21728
20548	21642
20404	21568
20200	21513
20086	21490
19958	21442
19798	21314
19608	21279
19463	21213
19340	21192
19264	21204
19160	21129
18977	21140
18904	21068
18816	21040
18732	21080
18561	21117
18532	21137
18424	21080
18397	21128
18295	21156
18267	21257
18270	21260
18282	21388
18192	21482
18172	21588
18170	21666
18184	21812
18201	21930
18338	22077
18368	22197
18390	22320
18488	22496
18497	22612
18578	22850
18659	22958
18756	23076
18916	23201
19016	23364
19045	23538
19224	23672
19316	23802
19428	23925
19621	24090
19768	24226
19845	24392
20022	24556
20153	24670
20273	24824
20434	24973
20588	25129
20774	25380
20902	25492
21074	25693
21180	25881
21346	26072
21544	26316
21668	26454
21776	26692
21920	26883
22066	27117
22173	27322
22307	27553
22445	27786
22624	28040
22738	28288
22790	28546
23016	28772
23096	29026
23301	29266
23352	29536
23468	29844
23628	30038
23830	30300
23914	30594
24124	30832
24280	31116
24406	31402
24590	31686
24778	31930
24950	32228
25123	32481
25258	32784
25525	33028
25666	33352
25928	33584
26078	33872
26302	34148
26564	34367
26757	34680
27036	34880
27285	35076
27473	35320
27745	35540
27984	35732
28276	35974
28524	36180
28781	36300
29021	36524
29292	36638
29552	36760
29824	36936
30069	37088
30344	37252
30608	37328
30868	37476
31120	37628
31378	37704
31648	37777
31882	37904
32152	38048
32425	38120
32664	38257
32902	38368
33168	38528
33388	38656
33656	38708
33861	38824
34088	38930
34361	39048
34552	39210
34780	39308
35004	39416
35301	39616
35472	39805
35708	39792
35916	40061
36133	40128
36376	40224
36580	40320
36785	40480
37008	40608
37232	40714
37506	40708
37696	40880
38010	40920
38226	41124
38464	41181
38696	41232
39000	41377
39170	41456
39452	41656
39744	41656
39961	41796
40240	41792
40488	41972
40760	42016
41096	41960
41304	42080
41584	42076
41868	42208
42048	42192
42388	42122
42528	42128
42760	42240
42985	42156
43208	42224
43417	42160
43640	42172
43804	42257
44004	42164
44152	42188
44341	42162
44500	42156
44636	42132
44760	42132
44884	42178
44993	42136
45100	42220
45192	42168
45272	42136
45344	42168
45434	42212
45480	42208
45449	42200
45456	42264
45460	42188
45440	42216
45442	42298
45412	42220
45352	42298
45352	42300
45258	42320
45168	42260
45104	42224
45008	42273
44969	42258
44824	42241
44728	42320
44680	42224
44505	42264
44396	42256
44296	42333
44236	42322
44136	42232
43972	42304
43880	42208
43777	42298
43704	42240
43556	42248
43562	42160
43456	42172
43292	42120
43272	41970
43088	41960
42976	41912
42880	41746
42816	41689
42700	41472
42632	41424
42576	41280
42380	41020
42388	40892
42240	40696
42076	40440
41968	40243
41992	40080
41892	39784
41629	39564
41664	39393
41460	39064
41292	38896
41304	38580
41056	38322
40992	38097
40832	37800
40678	37608
40560	37296
40424	37068
40288	36820
40160	36552
40146	36384
39961	36146
39820	35885
39592	35664
39425	35405
39292	35265
39204	35012
39012	34816
38900	34608
38720	34426
38576	34264
38448	34056
38288	33872
38154	33717
38016	33588
37860	33438
37706	33304
37576	33140
37396	33010
37376	32886
37152	32792
37110	32644
36880	32545
36860	32416
36613	32308
36604	32208
36442	32084
36228	31992
36206	31876
36040	31758
35868	31596
35734	31472
35628	31281
35480	31152
35340	30969
35278	30778
35081	30618
34988	30413
34880	30188
34720	29968
34588	29746
34416	29516
34292	29277
34156	29042
34012	28796
33873	28544
33716	28284
33593	28034
33444	27778
33240	27508
33122	27236
32941	27000
32784	26709
32624	26464
32465	26186
32248	25950
32076	25692
31932	25426
31717	25208
31532	24964
31292	24732
31164	24493
30940	24280
30752	24084
30540	23872
30344	23700
30137	23528
29949	23346
29736	23214
29530	23066
29316	22944
29128	22834
28932	22732
28704	22656
28488	22582
28321	22532
28141	22492
27937	22468
27729	22464
27528	22460
27382	22464
27152	22484
27036	22510
26812	22538
26697	22569
26536	22612
26352	22648
26238	22677
26048	22716
25932	22729
25749	22748
25668	22786
25512	22784
25400	22784
25232	22780
25154	22792
25074	22794
24941	22744
24822	22742
24737	22708
24621	22672
24500	22636
24408	22596
24295	22576
24165	22536
24100	22460
24008	22416
23934	22369
23788	22344
23702	22288
23601	22260
23536	22207
23404	22168
23336	22142
23188	22102
23134	22109
23000	22048
22920	22044
22856	22020
22792	22056
22706	22002
22634	22006
22508	22008
22412	22048
22413	22036
22392	22050
22325	22094
22213	22136
22180	22140
22164	22192
22078	22240
22076	22314
22080	22388
22124	22450
22098	22572
22146	22720
22172	22814
22256	22937
22322	23120
22380	23315
22500	23432
22588	23588
22668	23780
22817	23965
22996	24160
23173	24344
23292	24530
23492	24745
23745	25010
23944	25146
24169	25352
24388	25544
24612	25761
24818	25966
24988	26178
25212	26386
25528	26662
25756	26828
25972	27032
26172	27260
26408	27492
26672	27728
26864	27956
27096	28228
27304	28490
27500	28776
27762	28972
27968	29234
28176	29512
28352	29792
28556	30112
28728	30355
28858	30652
29085	31020
29240	31244
29379	31552
29597	31842
29733	32202
29970	32512
30041	32780
30220	33088
30365	33484
30525	33804
30678	34036
30854	34336
31016	34734
31178	35009
31352	35365
31534	35752
31714	36117
31920	36364
32120	36724
32332	37136
32532	37401
32756	37868
32960	38152
33258	38506
33452	38860
33712	39172
34024	39512
34292	39748
34520	39968
34841	40248
35132	40604
35384	40840
35708	41052
35960	41356
36236	41444
36548	41636
36848	41868
37156	42096
37432	42133
37728	42400
38044	42428
38306	42553
38584	42668
38858	42784
39168	42936
39508	43068
39656	43052
40012	43132
40177	43208
40448	43300
40680	43348
40856	43512
41152	43497
41288	43580
41520	43642
41834	43692
41904	43809
42090	43872
42285	43877
42520	43933
42642	44024
42832	44040
43008	44112
43216	44224
43392	44264
43522	44292
43704	44356
43886	44464
44028	44518
44252	44548
44420	44628
44602	44648
44740	44720
44952	44857
45128	44874
45368	44944
45548	45002
45756	45152
46016	45170
46252	45284
46408	45312
46724	45386
46956	45525
47184	45528
47424	45620
47680	45673
47994	45729
48192	45789
48452	45816
48782	45818
48992	45816
49304	45804
49520	45844
49760	45792
50057	45762
50241	45716
50472	45700
50688	45593
50980	45572
51184	45464
51308	45396
51544	45292
51712	45188
51848	45056
51956	44938
52088	44832
52266	44700
52364	44580
52384	44440
52496	44296
52496	44148
52501	44004
52600	43872
52560	43724
52524	43552
52484	43434
52468	43258
52392	43092
52352	42940
52280	42792
52120	42672
52044	42530
51944	42316
51804	42168
51668	42034
51524	41861
51396	41738
51208	41560
51120	41416
50892	41328
50721	41176
50601	41012
50392	40880
50220	40772
50108	40601
49906	40472
49736	40280
49520	40169
49360	40048
49200	39808
48977	39720
48813	39536
48640	39380
48464	39172
48260	38986
48056	38716
47836	38508
47688	38333
47469	38064
47268	37824
46964	37608
46808	37440
46520	37148
46348	36908
46104	36642
45768	36380
45536	36082
45264	35813
45008	35600
44738	35329
44480	35122
44182	34840
43904	34628
43616	34332
43333	34113
43040	33837
42752	33632
42436	33406
42124	33204
41941	32987
41620	32829
41280	32624
40882	32397
40584	32288
40360	32056
39952	31913
39649	31784
39325	31596
39008	31500
38712	31316
38420	31219
38100	31077
37800	30946
37496	30832
37216	30717
36924	30610
36608	30484
36272	30377
35992	30268
35705	30160
35424	30072
35140	29942
34900	29856
34596	29738
34436	29632
34057	29516
33765	29396
33496	29300
33225	29164
32964	29030
32688	28886
32421	28736
32166	28580
31901	28396
31620	28220
31384	28035
31080	27860
30813	27628
30546	27428
30272	27204
30004	27000
29692	26732
29414	26528
29144	26281
28840	26040
28548	25813
28266	25554
27936	25313
27628	25076
27366	24836
26997	24592
26736	24372
26372	24178
26048	23928
25788	23728
25446	23513
25158	23313
24836	23118
24417	22928
24089	22780
23874	22566
23449	22436
23204	22268
22856	22092
22528	21928
22224	21774
21984	21624
21652	21491
21400	21336
21108	21216
20816	21092
20499	20978
20264	20826
19936	20730
19742	20594
19485	20537
19258	20432
19032	20329
18772	20228
18552	20110
18273	20070
18102	19984
17899	19900
17680	19876
17490	19829
17272	19768
17120	19753
16948	19698
16788	19588
16599	19528
16440	19500
16292	19425
16156	19352
15997	19278
15836	19200
15679	19102
15533	18992
15428	18941
15301	18890
15204	18754
15074	18684
14948	18604
14797	18486
14705	18411
14597	18262
14468	18152
14358	18052
14212	17959
14108	17868
13984	17716
13904	17690
13789	17649
13698	17520
13541	17460
13492	17364
13416	17294
13324	17256
13222	17221
13163	17222
13068	17156
13016	17112
12937	17058
12820	17074
12773	17088
12770	17048
12714	17088
12674	17118
12644	17203
12608	17148
12625	17197
12618	17297
12668	17344
12652	17448
12669	17546
12725	17622
12832	17712
12888	17848
12963	17952
13040	18016
13179	18210
13300	18280
13422	18440
13613	18588
13785	18722
13864	18862
14068	18977
14276	19124
14490	19238
14633	19384
14889	19482
15118	19648
15345	19745
15554	19900
15804	19965
15974	20196
16201	20301
16468	20421
16656	20521
16885	20715
17141	20813
17356	20985
17527	21156
17786	21268
17940	21468
18160	21602
18372	21812
18528	22041
18747	22197
18940	22366
19113	22608
19268	22834
19424	23032
19542	23282
19702	23500
19852	23730
20036	23976
20148	24188
20268	24500
20490	24752
20562	25020
20792	25296
20888	25550
21009	25814
21156	26082
21404	26380
21562	26640
21721	26934
21903	27212
22109	27492
22274	27808
22474	28097
22681	28392
22928	28714
23178	28992
23400	29292
23600	29660
23890	29932
24100	30176
24372	30476
24686	30784
24920	31052
25233	31396
25488	31633
25860	31876
26080	32156
26432	32400
26716	32669
27024	32909
27288	33134
27638	33408
27900	33568
28209	33801
28508	34002
28789	34213
29049	34400
29356	34633
29608	34790
29904	35024
30162	35152
30436	35376
30704	35624
30976	35785
31236	36052
31492	36185
31762	36472
32021	36600
32288	36944
32540	37053
32800	37376
33053	37544
33313	37860
33581	38064
33856	38349
34108	38489
34370	38724
34624	38988
34930	39265
35180	39468
35440	39772
35692	39940
35993	40293
36264	40409
36612	40681
36868	40833
37184	41092
37448	41433
37800	41520
38104	41776
38464	42084
38749	42224
39090	42424
39536	42726
39777	42908
40136	43088
40504	43356
40856	43510
41204	43628
41444	43872
41824	43972
42112	44140
42418	44321
42712	44408
43108	44545
43388	44672
43624	44848
43816	44881
44056	45044
44304	45088
44525	45196
44736	45264
44932	45376
45113	45464
45276	45536
45456	45540
45648	45597
45716	45680
45816	45676
45940	45708
46012	45808
46152	45768
46168	45848
46194	45825
46244	45860
46244	45904
46258	45884
46256	45904
46268	45844
46216	45836
46188	45872
46196	45840
46108	45872
46128	45848
45992	45869
45952	45860
45896	45928
45824	45888
45760	45984
45716	46010
45688	46032
45652	46072
45548	46116
45544	46208
45448	46320
45440	46336
45392	46456
45368	46489
45332	46580
45392	46664
45336	46748
45392	46808
45320	46952
45392	46961
45336	47085
45344	47080
45416	47152
45409	47164
45412	47248
45476	47288
45480	47232
45476	47288
45570	47284
45594	47249
45568	47236
45660	47172
45692	47076
45704	47077
45690	46956
45728	46928
45755	46816
45796	46752
45849	46652
45860	46536
45884	46412
45892	46308
45960	46228
45953	46130
46005	46002
46024	45905
46048	45756
46092	45596
46140	45488
46176	45416
46244	45305
46276	45108
46300	45036
46341	44857
46377	44736
46364	44633
46393	44536
46428	44404
46456	44250
46544	44128
46544	43952
46560	43806
46624	43724
46700	43612
46724	43425
46749	43280
46872	43146
46880	43040
46936	42892
46993	42785
47104	42624
47124	42512
47212	42305
47248	42212
47340	42028
47464	41812
47508	41644
47544	41460
47545	41248
47648	41056
47628	40832
47676	40608
47744	40360
47724	40120
47748	39856
47748	39588
47664	39313
47732	39041
47680	38668
47596	38414
47524	38124
47457	37808
47412	37412
47276	37108
47136	36808
46992	36490
46876	36160
46712	35857
46564	35457
46438	35130
46224	34900
46092	34554
45832	34220
45696	33896
45376	33624
45180	33312
44972	33021
44664	32708
44440	32476
44164	32188
43872	31888
43650	31674
43352	31392
43124	31098
42812	30864
42442	30640
42208	30396
41808	30196
41497	29998
41224	29830
40968	29568
40660	29416
40328	29256
39880	29045
39552	28936
39224	28776
38886	28609
38561	28513
38212	28368
37972	28205
37556	28070
37212	27977
36932	27800
36496	27728
36218	27548
35796	27441
35444	27301
35108	27152
34756	26992
34370	26812
34028	26680
33696	26522
33288	26357
32929	26188
32620	26024
32228	25836
31876	25666
31525	25515
31169	25328
30832	25173
30476	25008
30116	24856
29776	24700
29422	24540
29085	24390
28738	24258
28400	24132
28024	24008
27708	23897
27312	23808
27033	23693
26690	23618
26340	23525
25952	23456
25661	23397
25380	23362
25036	23273
24732	23248
24437	23208
24140	23180
23860	23149
23589	23152
23364	23120
23040	23108
22820	23070
22589	23064
22314	23074
22176	23048
21900	23097
21697	23057
21560	23038
21354	23072
21208	23072
21014	23064
20867	23033
20720	23068
20556	23062
20416	23069
20193	23026
20092	23054
19984	22996
19850	23056
19744	22940
19544	22925
19448	22838
19352	22856
19200	22753
19105	22728
18953	22628
18836	22508
18620	22468
18532	22382
18380	22241
18232	22194
18064	22048
17840	21913
17724	21832
17525	21780
17362	21632
17170	21473
17021	21387
16837	21316
16624	21146
16464	21048
16200	20998
16041	20851
15880	20724
15645	20744
15452	20601
15256	20502
15012	20452
14865	20412
14629	20274
14498	20238
14304	20282
14129	20252
13952	20152
13755	20120
13612	20164
13467	20174
13340	20196
13197	20228
13125	20258
12989	20273
12884	20394
12780	20440
12754	20414
12671	20630
12675	20672
12625	20860
12656	20926
12604	21068
12602	21082
12641	21276
12664	21380
12771	21557
12795	21673
12872	21740
12984	21912
13052	22026
13125	22134
13262	22274
13401	22365
13462	22456
13614	22568
13748	22658
13912	22745
14078	22760
14236	22917
14404	22954
14545	23128
14756	23234
14944	23324
15109	23385
15314	23586
15493	23668
15689	23854
15932	23956
16132	24156
16354	24341
16563	24541
16784	24724
16970	24936
17158	25128
17450	25358
17629	25580
17834	25845
18042	25996
18328	26340
18549	26558
18790	26884
18984	27064
19266	27444
19512	27704
19792	28020
20052	28260
20288	28608
20574	28928
20873	29252
21150	29588
21401	29957
21777	30230
22096	30552
22384	30902
22719	31218
23076	31577
23376	31896
23744	32200
24150	32540
24520	32808
24849	33105
25284	33430
25668	33730
26050	34025
26416	34256
26803	34505
27204	34720
27584	34988
27912	35228
28324	35424
28696	35580
29044	35768
29432	35964
29784	36100
30136	36332
30496	36476
30794	36649
31109	36816
31453	36978
31792	37100
32110	37257
32376	37416
32664	37552
32976	37696
33249	37701
33521	37892
33761	38066
33978	38116
34304	38224
34464	38337
34648	38412
34884	38530
35064	38752
35257	38796
35468	38976
35672	38996
35784	39124
35972	39330
36132	39424
36300	39416
36448	39560
36616	39660
36776	39716
36912	39792
37074	39949
37308	40024
37392	40128
37556	40249
37733	40377
37900	40544
38080	40652
38278	40898
38508	40929
38616	41168
38800	41305
39012	41372
39320	41520
39400	41476
39612	41728
39916	41716
39984	41836
40184	41848
40432	41920
40568	42106
40788	42144
41104	42088
41256	42104
41372	42200
41668	42236
41836	42172
41996	42185
42048	42336
42224	42288
42400	42317
42564	42329
42708	42256
42936	42256
43024	42305
43232	42308
43392	42304
43492	42304
43592	42264
43720	42188
43920	42250
44017	42214
44120	42304
44184	42304
44292	42228
44432	42325
44568	42328
44616	42328
44688	42276
44756	42280
44904	42392
44924	42304
45040	42361
45088	42320
45164	42336
45232	42396
45341	42354
45424	42372
45476	42324
45512	42392
45588	42332
45648	42388
45784	42368
45868	42340
45880	42280
45976	42328
46040	42300
46105	42220
46248	42245
46256	42172
46316	42168
46376	42084
46468	42012
46556	41928
46566	41777
46548	41696
46569	41564
46616	41402
46601	41224
46596	41048
46634	40840
46540	40657
46504	40453
46440	40196
46393	39980
46348	39740
46205	39508
46128	39280
46004	39024
45852	38785
45680	38544
45608	38308
45374	38052
45200	37816
45044	37572
44818	37356
44608	37124
44388	36892
44194	36640
43932	36424
43728	36212
43448	35984
43209	35772
43024	35588
42688	35360
42444	35168
42168	34968
42048	34776
41656	34572
41480	34392
41144	34224
40992	34016
40768	33848
40429	33693
40153	33542
39912	33396
39676	33248
39568	33105
39224	32968
39008	32838
38784	32716
38572	32596
38420	32476
38168	32370
37964	32256
37776	32141
37586	32016
37452	31904
37149	31784
37032	31680
36808	31552
36601	31440
36348	31316
36172	31192
35996	31060
35744	30952
35492	30808
35296	30698
35059	30544
34896	30417
34608	30284
34400	30160
34162	30018
33984	29921
33704	29780
33501	29648
33245	29520
33029	29449
32765	29322
32522	29192
32296	29105
32040	29000
31777	28904
31537	28792
31284	28708
31040	28648
30784	28526
30529	28452
30229	28408
30048	28280
29801	28212
29540	28193
29277	28064
29048	27996
28848	27928
28580	27844
28361	27804
28112	27722
27960	27657
27764	27634
27580	27596
27356	27472
27216	27418
27060	27353
26849	27312
26685	27260
26600	27200
26404	27180
26248	27100
26118	27042
25957	27028
25841	26924
25720	26888
25592	26812
25470	26756
25340	26676
25214	26593
25115	26510
24992	26421
24878	26312
24749	26214
24645	26110
24548	25998
24450	25888
24330	25760
24192	25684
24052	25562
23968	25432
23828	25240
23773	25096
23614	24942
23573	24818
23464	24673
23314	24576
23224	24388
23125	24229
23040	24078
22856	23965
22824	23786
22704	23660
22562	23532
22416	23384
22289	23248
22170	23112
22064	22980
22029	22854
21827	22737
21724	22632
21681	22560
21568	22422
21417	22296
21320	22228
21300	22192
21176	22049
21064	21984
21024	21952
20964	21944
20857	21855
20882	21872
20816	21881
20777	21893
20748	21868
20688	21916
20716	21957
20668	21998
20688	22058
20668	22166
20648	22240
20716	22346
20742	22418
20705	22556
20753	22658
20812	22824
20864	22932
20923	22968
20957	23114
21048	23224
21128	23361
21136	23520
21288	23564
21332	23699
21424	23874
21440	23956
21577	24076
21663	24168
21760	24312
21880	24404
21930	24506
22037	24653
22092	24788
22254	24914
22388	25032
22489	25190
22600	25408
22708	25478
22800	25664
22870	25812
23077	26016
23182	26204
23310	26393
23446	26645
23590	26805
23705	26998
23837	27212
24022	27516
24169	27664
24293	27944
24525	28134
24672	28432
24804	28632
25026	28896
25156	29159
25418	29412
25644	29692
25878	30018
26116	30301
26343	30532
26580	30808
26860	31125
27192	31450
27410	31692
27653	32040
27976	32248
28274	32584
28568	32832
28868	33088
29196	33336
29502	33608
29814	33856
30116	34084
30432	34414
30750	34598
31084	34764
31406	35052
31722	35253
32034	35402
32344	35624
32641	35714
32941	35996
33236	36042
33532	36202
33816	36373
34084	36500
34352	36648
34616	36768
34881	37032
35124	37088
35360	37188
35616	37434
35776	37505
36053	37572
36209	37736
36477	37849
36593	37960
36754	38168
36937	38313
37112	38404
37268	38408
37524	38552
37540	38616
37748	38844
37826	38964
37960	38928
38092	39116
38296	39216
38344	39360
38534	39370
38586	39476
38784	39674
38808	39760
39032	39896
39060	39884
39192	40012
39328	40186
39472	40340
39644	40494
39858	40576
39904	40673
40064	40804
40284	40880
40384	41060
40560	41176
40714	41362
40880	41356
41056	41504
41220	41577
41401	41760
41728	41856
41760	41884
41928	41912
42008	42020
42284	41984
42456	42060
42628	42076
42840	42168
42981	42248
43196	42148
43296	42164
43488	42220
43556	42240
43704	42232
43828	42312
43992	42298
44121	42188
44274	42252
44336	42224
44468	42192
44632	42260
44712	42264
44768	42272
44840	42280
44936	42268
45072	42218
45136	42284
45197	42288
45288	42221
45376	42216
45424	42304
45504	42305
45544	42322
45680	42348
45710	42300
45752	42328
45896	42336
45896	42394
45964	42452
46057	42440
46116	42496
46188	42572
46284	42556
46408	42640
46512	42744
46576	42789
46724	42848
46756	42929
46873	42948
46956	43028
47130	43097
47200	43232
47333	43300
47460	43354
47504	43381
47596	43424
47700	43472
47852	43536
47896	43613
48036	43660
48024	43680
48132	43721
48204	43704
48320	43716
48340	43720
48380	43712
48460	43724
48532	43748
48508	43696
48584	43680
48532	43709
48596	43656
48650	43608
48573	43592
48608	43544
48616	43508
48528	43440
48536	43328
48508	43268
48512	43168
48372	43080
48364	43017
48340	42904
48196	42760
48100	42656
48028	42536
47984	42404
47892	42288
47764	42160
47624	42034
47524	41848
47374	41744
47292	41600
47126	41408
47016	41292
46944	41148
46736	40960
46620	40805
46528	40672
46412	40528
46260	40365
46180	40200
46016	40032
45882	39896
45752	39732
45696	39548
45553	39372
45385	39232
45250	39020
45112	38840
45016	38660
44852	38452
44710	38228
44528	38028
44360	37792
44212	37568
44064	37321
43828	37084
43712	36828
43456	36580
43338	36324
43040	36056
42860	35788
42624	35536
42376	35254
42092	34992
41984	34746
41592	34464
41408	34196
41072	33972
40900	33696
40521	33468
40232	33212
40056	32969
39656	32740
39360	32492
39044	32266
38808	32064
38432	31840
38216	31629
37848	31424
37493	31220
37216	31016
36876	30816
36604	30612
36261	30408
35984	30218
35648	30022
35384	29836
35048	29644
34753	29452
34448	29256
34148	29074
33852	28890
33560	28704
33254	28526
32969	28376
32689	28198
32412	28052
32164	27880
32008	27730
31620	27569
31434	27421
31136	27286
30888	27124
30642	26973
30400	26826
30180	26669
29936	26544
29688	26364
29452	26204
29210	26053
28980	25880
28710	25732
28448	25546
28240	25380
27968	25226
27718	25032
27448	24848
27180	24673
26906	24492
26568	24344
26309	24130
26052	23954
25818	23790
25560	23613
25208	23442
24971	23268
24672	23131
24424	22970
24164	22824
23913	22689
23574	22523
23298	22380
23008	22229
22814	22089
22472	21972
22290	21842
21992	21733
21724	21616
21464	21512
21202	21409
20970	21282
20720	21192
20398	21136
20218	20998
19912	20938
19720	20840
19480	20804
19232	20746
19045	20670
18848	20712
18653	20678
18456	20656
18268	20622
18056	20592
17888	20630
17776	20668
17602	20686
17448	20692
17341	20802
17242	20821
17124	20858
17032	20874
16920	20922
16862	20978
16777	21040
16710	21104
16656	21140
16556	21154
16560	21157
16494	21208
16472	21234
16408	21180
16379	21268
16393	21224
16365	21234
16316	21218
16315	21220
16296	21221
16304	21181
16239	21114
16323	21049
16316	21088
16340	21084
16266	21044
16336	21004
16336	21000
16346	20948
16361	20912
16378	20938
16361	20898
16397	20974
16360	20900
16412	20973
16420	20931
16372	20920
16408	20945
16457	20926
16489	20984
16521	21052
16524	20988
16534	21092
16567	21117
16586	21186
16561	21225
16576	21285
16642	21339
16740	21458
16794	21520
16821	21670
16914	21738
16996	21886
17040	21980
17121	22137
17260	22273
17350	22412
17538	22562
17670	22733
17809	22902
17956	23045
18016	23196
18220	23352
18397	23501
18538	23632
18697	23777
18858	23841
18992	24000
19108	24080
19294	24220
19364	24356
19524	24448
19680	24536
19792	24613
20000	24670
20072	24752
20267	24848
20344	24864
20496	24969
20648	25056
20761	25096
20852	25172
20950	25232
21078	25306
21165	25428
21257	25465
21406	25522
21534	25568
21554	25646
21725	25700
21768	25780
21880	25915
21992	25937
22051	26009
22148	26096
22242	26164
22344	26312
22401	26376
22497	26473
22556	26592
22681	26608
22761	26704
22872	26818
22881	26909
23009	27009
23152	27090
23243	27208
23270	27370
23453	27459
23540	27568
23664	27730
23796	27864
23896	28024
24065	28224
24157	28337
24282	28484
24480	28660
24644	28810
24758	28972
24952	29146
25048	29324
25220	29476
25400	29602
25632	29760
25780	29892
25954	30019
26069	30210
26264	30300
26468	30400
26657	30532
26820	30623
26980	30776
27194	30842
27304	30972
27536	30992
27713	31140
27840	31216
28065	31284
28225	31326
28416	31396
28608	31468
28794	31552
28972	31680
29148	31756
29336	31828
29520	31924
29696	31989
29904	32064
30100	32132
30288	32308
30488	32404
30693	32488
30884	32568
31080	32664
31280	32784
31482	33028
31660	33132
31894	33178
32064	33428
32252	33457
32428	33704
32640	33840
32898	34040
33120	34080
33325	34344
33532	34516
33736	34600
33969	34784
34200	35092
34488	35149
34714	35340
34968	35561
35184	35728
35444	36042
35688	36212
35944	36320
36216	36624
36476	36704
36868	36976
37095	37186
37296	37377
37656	37548
37824	37691
38132	37788
38480	37964
38752	38152
38904	38229
39249	38420
39428	38520
39684	38740
39980	38906
40216	39040
40412	39072
40664	39218
40968	39360
41180	39512
41355	39616
41492	39770
41796	39984
41988	40042
42056	40228
42236	40344
42392	40430
42568	40580
42828	40657
42872	40800
42984	40992
43204	41134
43204	41193
43330	41252
43432	41384
43608	41601
43712	41692
43724	41723
43816	41896
43929	41944
43984	42020
44129	42180
44144	42208
44264	42292
44308	42369
44408	42572
44440	42604
44513	42673
44592	42852
44672	42876
44810	42952
44884	43088
44960	43196
45060	43364
45178	43385
45208	43568
45300	43616
45452	43748
45504	43896
45604	43913
45716	44024
45820	44096
45945	44168
46116	44300
46164	44353
46282	44372
46420	44456
46560	44505
46688	44532
46730	44528
46904	44544
47012	44548
47084	44552
47133	44500
47224	44532
47308	44464
47412	44504
47520	44436
47649	44392
47660	44404
47738	44332
47788	44336
47864	44268
47964	44292
47946	44257
47976	44248
48000	44241
48024	44220
48104	44172
48084	44160
48112	44208
48172	44172
48184	44144
48124	44168
48200	44212
48192	44220
48097	44234
48120	44192
48096	44256
48088	44236
48149	44300
48140	44320
48036	44310
48064	44356
48100	44388
48036	44396
48033	44504
48098	44564
48101	44580
48112	44640
48144	44694
48152	44792
48245	44848
48304	44984
48292	45060
48396	45150
48417	45232
48470	45268
48572	45388
48644	45440
48724	45516
48784	45600
48912	45721
48956	45800
49040	45824
49060	45888
49152	46004
49281	46020
49344	46112
49384	46153
49425	46185
49416	46240
49482	46312
49508	46364
49536	46380
49552	46384
49620	46400
49556	46464
49576	46481
49544	46440
49576	46472
49496	46436
49460	46496
49440	46485
49408	46478
49376	46434
49253	46392
49208	46352
49112	46320
49024	46280
48865	46233
48788	46200
48650	46160
48532	46061
48416	45992
48300	45910
48080	45772
47992	45664
47794	45544
47672	45441
47480	45368
47300	45188
47116	45108
47009	44964
46792	44786
46656	44645
46472	44496
46320	44416
46232	44240
46088	44064
45912	43928
45688	43740
45532	43620
45372	43388
45280	43266
45056	43048
44928	42804
44776	42612
44568	42468
44388	42244
44252	42008
44056	41716
43904	41454
43676	41241
43584	40984
43292	40664
43096	40338
42986	40072
42738	39761
42448	39500
42216	39193
41994	38948
41786	38632
41552	38340
41281	38064
41036	37772
40828	37504
40548	37292
40388	37042
40160	36748
39824	36464
39540	36221
39265	36064
38988	35816
38808	35564
38450	35306
38265	35112
37896	34972
