CH3	CH4
37252	32736
36964	32520
36724	32244
36480	31990
36208	31777
35952	31524
35634	31286
35384	31056
35048	30824
34772	30596
34448	30400
34233	30202
33822	29976
33512	29769
33145	29586
32808	29404
32469	29244
32136	29036
31802	28884
31460	28740
31125	28564
30804	28424
30448	28333
30138	28201
29820	28098
29502	27941
29201	27833
28905	27744
28609	27685
28320	27553
28057	27448
27732	27400
27468	27280
27216	27210
27005	27094
26776	26988
26506	26956
26340	26772
26100	26681
25924	26612
25668	26442
25488	26330
25369	26186
25169	26052
25018	25928
24834	25785
24692	25697
24524	25496
24373	25368
24158	25232
24056	25096
23880	24936
23749	24808
23570	24697
23442	24537
23266	24413
23129	24320
22978	24148
22819	24017
22631	23908
22488	23785
22308	23652
22156	23590
22000	23508
21778	23404
21669	23240
21496	23158
21326	23062
21144	22968
20958	22896
20775	22826
20651	22734
20426	22664
20265	22648
20136	22603
19972	22510
19760	22489
19656	22436
19500	22460
19352	22400
19186	22408
19070	22433
18959	22440
18796	22492
18657	22470
18530	22540
18374	22536
18290	22509
18153	22596
18060	22648
17969	22676
17840	22614
17749	22658
17628	22674
17550	22684
17429	22712
17376	22720
17308	22760
17182	22728
17168	22716
17056	22752
16976	22772
16929	22797
16830	22797
16799	22776
16726	22880
16678	22860
16612	22888
16553	22932
16485	22972
16435	23034
16304	23064
16304	23060
16220	23154
16188	23244
16100	23320
16008	23332
15957	23433
15894	23492
15821	23578
15748	23553
15718	23752
15650	23818
15550	23908
15448	23988
15360	24156
15322	24168
15266	24338
15219	24416
15196	24504
15159	24644
15091	24876
15078	24966
15091	25148
15020	25289
15020	25400
15056	25508
15067	25652
15090	25960
15126	26124
15180	26289
15180	26392
15229	26594
15324	26756
15466	26892
15533	27020
15668	27228
15808	27360
15951	27492
16056	27562
16260	27746
16423	27848
16626	27992
16796	28032
17030	28160
17215	28194
17472	28344
17704	28389
17920	28492
18176	28565
18424	28595
18670	28686
18864	28796
19186	28915
19402	28997
19637	29059
19940	29216
20226	29316
20454	29504
20708	29592
21032	29716
21308	29916
21540	30080
21832	30258
22025	30506
22288	30652
22604	30828
22880	31054
23100	31328
23414	31468
23680	31708
23924	31928
24244	32192
24504	32364
24780	32580
25050	32824
25382	33060
25702	33304
25948	33508
26320	33716
26664	33972
26980	34196
27281	34425
27603	34664
27972	34864
28324	35104
28665	35360
29016	35532
29386	35796
29721	35952
30073	36096
30432	36376
30816	36544
31160	36728
31509	36914
31912	37045
32244	37184
32596	37342
32946	37568
33328	37616
33617	37744
33966	37868
34298	38080
34652	38217
34973	38234
35274	38370
35594	38456
35904	38549
36213	38780
36512	38844
36824	38924
37089	39168
37332	39181
37600	39396
37968	39362
38120	39616
38488	39760
38700	39720
38828	39844
39002	40076
39240	40088
39425	40184
39672	40428
39816	40416
39931	40560
40096	40776
40280	40872
40384	40880
40540	41016
40656	41188
40788	41216
40898	41252
41160	41365
41232	41565
41340	41588
41452	41720
41484	41924
41720	42068
41696	42116
41869	42266
41932	42312
42098	42464
42180	42630
42412	42620
42406	42784
42532	42809
42656	42961
42784	43012
43004	43064
43122	43164
43184	43132
43260	43232
43476	43152
43592	43172
43634	43227
43736	43200
43936	43144
43976	43160
44164	43152
44296	43056
44400	43090
44468	43088
44556	43008
44672	42928
44768	42878
44912	42873
44984	42897
45128	42788
45176	42800
45268	42748
45336	42760
45480	42769
45536	42692
45608	42744
45656	42688
45760	42690
45752	42784
45824	42704
45873	42736
45932	42724
46048	42756
46052	42842
46102	42800
46124	42840
46172	42864
46248	42912
46282	42908
46376	42880
46392	42904
46524	42984
46556	42960
46576	43064
46624	43088
46736	43104
46768	43177
46860	43204
46936	43188
47020	43288
47106	43320
47201	43373
47348	43420
47396	43396
47516	43433
47641	43492
47672	43544
47736	43588
47844	43576
47924	43584
47996	43605
48108	43644
48204	43597
48216	43636
48316	43596
48300	43577
48424	43580
48388	43578
48416	43564
48440	43529
48536	43474
48536	43458
48520	43408
48457	43332
48464	43324
48410	43248
48432	43244
48277	43184
48228	43132
48156	43072
48076	42988
48044	42920
47864	42900
47812	42796
47612	42760
47484	42672
47360	42540
47180	42460
46976	42377
46828	42272
46610	42200
46412	42106
46218	41970
46044	41866
45784	41668
45564	41600
45400	41390
45200	41312
44952	41088
44712	41016
44521	40880
44368	40648
44090	40560
43937	40400
43712	40162
43524	40065
43280	39802
43156	39668
42884	39496
42669	39262
42586	39153
42336	38944
42085	38700
41896	38417
41688	38188
41580	37945
41425	37712
41177	37500
40868	37164
40648	36954
40544	36637
40268	36353
40005	36032
39888	35712
39572	35408
39344	35138
39128	34776
38961	34476
38800	34163
38458	33861
38304	33562
38044	33272
37796	32984
37608	32720
37400	32436
37212	32154
36928	31898
36692	31632
36464	31400
36244	31141
36060	30924
35776	30692
35556	30468
35340	30264
35144	30052
34930	29860
34716	29658
34508	29490
34252	29312
34070	29128
33844	28952
33672	28782
33440	28628
33256	28469
33060	28348
32872	28208
32676	28065
32509	27952
32384	27829
32210	27704
32008	27608
31858	27496
31712	27387
31566	27282
31418	27200
31308	27092
31172	26984
30998	26881
30857	26792
30736	26684
30584	26568
30437	26453
30305	26333
30168	26212
30034	26077
29884	25956
29724	25816
29564	25680
29414	25540
29245	25389
29104	25234
28896	25100
28784	24955
28576	24798
28441	24632
28248	24480
28108	24320
27860	24156
27701	24000
27565	23832
27358	23672
27196	23524
27005	23352
26812	23200
26605	23032
26364	22880
26179	22729
25936	22594
25666	22448
25580	22310
25325	22176
25092	22048
24916	21938
24672	21830
24514	21725
24220	21642
24005	21548
23829	21484
23576	21413
23323	21358
23134	21316
22952	21296
22669	21280
22498	21306
22279	21296
22032	21324
21860	21344
21634	21436
21424	21468
21222	21563
21004	21620
20866	21705
20645	21792
20396	21940
20244	21953
20097	22094
19845	22174
19718	22281
19560	22361
19392	22422
19230	22508
19062	22600
18870	22626
18722	22722
18601	22780
18397	22872
18261	22884
18150	22952
17986	22988
17894	22994
17754	23081
17638	23072
17476	23120
17397	23129
17285	23196
17158	23180
17065	23204
16986	23268
16841	23281
16779	23324
16694	23332
16598	23428
16498	23472
16506	23494
16408	23584
16280	23637
16302	23654
16226	23650
16208	23785
16140	23836
16160	23828
16161	23872
16072	23920
16076	23992
16097	24088
16092	24115
16106	24224
16104	24274
16100	24394
16190	24416
16153	24536
16260	24602
16332	24740
16385	24840
16418	25029
16538	25068
16630	25136
16701	25318
16872	25478
16984	25646
17135	25748
17226	25880
17416	26016
17580	26160
17780	26340
17905	26425
18089	26560
18272	26712
18484	26789
18656	26960
18875	27112
19040	27226
19240	27382
19486	27496
19684	27632
19852	27749
20068	27904
20293	28076
20544	28202
20760	28400
20980	28524
21174	28682
21391	28853
21646	29036
21808	29202
22018	29389
22310	29569
22480	29753
22673	30009
22938	30196
23084	30334
23436	30528
23539	30736
23734	30954
23992	31144
24176	31345
24402	31608
24564	31792
24784	31957
25020	32188
25254	32405
25474	32592
25629	32828
25878	33074
26088	33332
26320	33537
26629	33748
26876	34033
27068	34268
27364	34433
27642	34700
27896	34896
28148	35148
28442	35332
28728	35480
28993	35720
29288	35939
29586	36056
29877	36232
30169	36408
30474	36468
30764	36601
31060	36714
31364	36800
31652	36850
31948	36928
32242	37068
32530	37036
32820	37084
33104	37128
33445	37260
33697	37186
33968	37288
34264	37240
34570	37284
34794	37264
35072	37281
35396	37338
35648	37440
35836	37437
36106	37500
36389	37540
36624	37524
36820	37580
37060	37620
37292	37612
37529	37620
37776	37676
38009	37724
38226	37891
38436	37900
38636	37928
38850	37944
39048	38017
39301	38136
39480	38188
39697	38264
39944	38352
40148	38414
40376	38600
40597	38684
40856	38708
41184	38913
41288	38921
41552	39144
41768	39160
42153	39288
42268	39488
42604	39544
42872	39748
43108	39789
43249	39968
43464	40018
43748	40116
43952	40305
44148	40412
44376	40448
44580	40600
44772	40712
44968	40736
45168	40820
45324	40948
45548	41032
45728	41088
45850	41156
45996	41276
46128	41280
46228	41386
46347	41426
46468	41480
46552	41572
46589	41592
46593	41632
46676	41696
46708	41744
46748	41792
46696	41796
46688	41876
46680	41900
46653	41930
46576	41952
46557	41992
46472	42000
46428	41984
46276	41976
46204	42024
46136	42004
46032	42044
45880	42080
45824	42116
45656	42140
45536	42124
45424	42116
45348	42160
45184	42252
45112	42268
44984	42259
44896	42288
44828	42392
44752	42392
44596	42388
44508	42424
44400	42560
44329	42488
44234	42586
44145	42580
44104	42664
44025	42592
43976	42672
43804	42592
43780	42632
43681	42624
43556	42552
43466	42524
43369	42476
43272	42452
43189	42489
43072	42356
42972	42304
42856	42216
42764	42108
42648	42160
42497	41940
42384	41976
42344	41818
42112	41800
41976	41688
41936	41544
41812	41492
41652	41344
41384	41325
41268	41200
41072	41068
40928	40928
40752	40778
40605	40732
40492	40628
40306	40580
40084	40444
39926	40252
39781	40044
39592	39976
39481	39868
39312	39714
39114	39440
38976	39412
38832	39232
38648	39064
38524	38781
38460	38674
38240	38440
38104	38276
38064	38106
37836	38008
37836	37880
37608	37645
37486	37478
37370	37256
37256	37037
37144	36972
37040	36708
36928	36544
36840	36363
36696	36137
36668	35810
36506	35584
36325	35384
36189	35113
36101	34896
35914	34629
35752	34396
35604	34224
35496	33972
35300	33624
35117	33421
34948	33132
34756	32948
34564	32625
34376	32449
34160	32152
33940	31949
33702	31684
33442	31464
33220	31236
32925	31036
32672	30863
32432	30625
32152	30400
31900	30228
31592	30036
31242	29872
30988	29712
30712	29536
30401	29297
30096	29152
29722	28988
29540	28806
29216	28697
28920	28500
28604	28394
28347	28216
28064	28085
27808	28000
27540	27876
27290	27768
26976	27668
26804	27472
26528	27421
26277	27248
26088	27208
25924	27022
25686	26913
25520	26784
25333	26667
25140	26528
24996	26400
24821	26274
24662	26113
24536	26020
24340	25890
24196	25690
24144	25536
23992	25424
23932	25206
23876	25082
23728	24850
23649	24676
23594	24484
23484	24296
23368	24140
23301	23944
23292	23816
23246	23624
23180	23401
23124	23238
23056	23056
22931	22881
22907	22712
22830	22550
22720	22392
22730	22274
22589	22116
22571	21972
22492	21857
22365	21764
22286	21660
22208	21570
22125	21440
22026	21328
21926	21271
21916	21209
21765	21168
21750	21116
21629	21104
21514	21058
21502	21058
21336	21028
21300	21033
21248	21017
21161	21074
21069	21082
20984	21098
21001	21156
20944	21184
20882	21304
20842	21328
20841	21413
20792	21441
20764	21516
20756	21577
20706	21644
20718	21666
20717	21769
20732	21797
20763	21833
20860	21901
20865	21932
20832	21965
20957	21960
20925	22005
21024	21978
21096	21994
21112	22008
21162	22024
21196	21984
21254	21980
21272	21976
21357	21970
21348	21940
21432	21949
21468	21906
21514	21888
21572	21868
21560	21858
21681	21910
21712	21868
21760	21902
21754	21908
21808	21936
21776	21949
21784	22041
21822	22018
21821	22064
21876	22146
21847	22213
21896	22313
21865	22396
21946	22441
21936	22522
21954	22610
21972	22738
22001	22864
22032	22996
22052	23178
22104	23332
22136	23496
22105	23680
22161	23845
22257	24020
22265	24237
22312	24504
22389	24684
22410	24906
22563	25156
22641	25400
22732	25652
22850	25888
22962	26184
23104	26408
23208	26593
23309	26849
23504	27042
23644	27266
23820	27504
24026	27688
24208	27906
24378	28100
24656	28288
24842	28484
25088	28672
25304	28841
25525	29009
25774	29184
26000	29360
26220	29561
26476	29724
26756	29913
27052	30066
27314	30256
27576	30432
27821	30628
28100	30784
28322	31018
28608	31192
28900	31426
29186	31544
29444	31689
29688	31936
29986	32064
30221	32216
30529	32394
30784	32640
31084	32768
31388	32917
31648	33088
31904	33360
32225	33444
32532	33688
32796	33790
33101	33960
33388	34188
33678	34280
34012	34452
34290	34705
34632	34792
34920	35024
35321	35153
35716	35297
35984	35500
36289	35638
36648	35896
37076	35964
37351	36156
37794	36344
38216	36460
38568	36564
38880	36616
39212	36832
39576	36842
39928	36961
40410	37044
40658	37138
41106	37208
41332	37244
41684	37320
42004	37416
42281	37460
42696	37465
42965	37504
43168	37560
43472	37592
43738	37636
43960	37692
44256	37728
44418	37768
44688	37816
44864	37860
45080	37912
45208	37964
45380	37993
45508	38048
45656	38084
45752	38162
45884	38208
46036	38282
46108	38340
46172	38393
46240	38464
46304	38552
46344	38612
46470	38664
46472	38724
46548	38816
46552	38893
46564	38952
46681	39036
46729	39133
46764	39204
46788	39296
46808	39388
46856	39484
46912	39586
46956	39696
46908	39778
46956	39880
47080	39968
47088	40069
47112	40168
47136	40244
47168	40348
47220	40412
47284	40496
47282	40576
47296	40636
47328	40697
47352	40780
47384	40820
47464	40896
47417	40916
47428	40970
47460	41016
47416	41076
47508	41088
47464	41138
47456	41185
47424	41221
47412	41276
47380	41344
47385	41372
47309	41422
47352	41450
47272	41532
47216	41572
47168	41576
47144	41656
47084	41712
47012	41768
47004	41801
46980	41832
46884	41904
46768	41944
46696	41993
46696	42049
46588	42077
46492	42128
46428	42216
46356	42208
46336	42274
46240	42360
46168	42384
46172	42416
46052	42424
46048	42440
46044	42540
45984	42592
45936	42616
45916	42640
45888	42608
45936	42672
45914	42648
45896	42644
45860	42648
45860	42657
45876	42686
45864	42592
45840	42604
45824	42468
45812	42464
45776	42344
45752	42164
45764	42060
45660	41956
45624	41776
45544	41600
45473	41458
45405	41237
45313	41080
45260	40872
45168	40677
44976	40472
44857	40265
44732	40036
44580	39776
44480	39588
44280	39408
44161	39168
43936	38968
43748	38712
43553	38544
43332	38297
43196	38100
42904	37932
42681	37693
42408	37514
42324	37324
42032	37112
41681	36924
41572	36720
41169	36528
40922	36384
40788	36152
40520	35967
40240	35764
39892	35604
39720	35457
39484	35236
39204	35052
38860	34884
38580	34738
38408	34568
38108	34412
37852	34269
37584	34109
37344	33916
37136	33736
36892	33560
36622	33400
36352	33276
36096	33109
35926	32962
35613	32722
35356	32549
35136	32412
34912	32213
34600	31976
34376	31800
34104	31562
33888	31348
33578	31168
33308	30921
33030	30698
32756	30484
32484	30305
32218	30032
31924	29797
31632	29572
31348	29386
31050	29104
30730	28945
30428	28712
30113	28468
29794	28281
29465	28128
29138	27877
28802	27756
28476	27556
28076	27362
27772	27242
27452	27066
27052	26980
26756	26817
26456	26652
26084	26526
25721	26420
25469	26326
25133	26196
24864	26084
24576	26013
24300	25953
24064	25888
23776	25748
23548	25704
23250	25642
23100	25584
22814	25525
22636	25474
22484	25424
22242	25400
22080	25364
21876	25323
21696	25286
21570	25262
21426	25264
21249	25228
21154	25202
21040	25176
20946	25139
20835	25096
20764	25066
20716	25018
20646	25016
20564	24917
20489	24884
20466	24832
20353	24760
20368	24712
20386	24620
20282	24617
20237	24548
20232	24409
20205	24368
20151	24251
20120	24180
20116	24080
20129	23984
20109	23888
20110	23836
20044	23718
20060	23632
20105	23557
20068	23488
20060	23424
20046	23364
20096	23299
20102	23216
20046	23146
20097	23056
20177	22961
20192	22936
20176	22936
20288	22864
20304	22873
20394	22824
20449	22814
20578	22756
20740	22736
20786	22773
20927	22797
21090	22850
21236	22882
21416	22921
21580	22986
21739	23036
21980	23137
22152	23212
22364	23305
22606	23416
22792	23512
23044	23642
23196	23746
23467	23868
23708	24000
23933	24115
24177	24238
24418	24364
24616	24526
24822	24612
25118	24732
25332	24870
25573	24998
25826	25137
26002	25320
26252	25410
26496	25559
26740	25746
26968	25840
27177	26012
27352	26221
27617	26348
27816	26528
28022	26708
28228	26902
28408	27088
28624	27294
28876	27516
29052	27721
29244	27984
29492	28174
29716	28432
29920	28644
30141	28904
30341	29152
30533	29391
30762	29648
30984	29904
31201	30208
31389	30408
31712	30641
31944	30932
32185	31208
32419	31408
32674	31696
32974	31942
33284	32160
33524	32360
33818	32585
34189	32816
34468	33040
34748	33244
35096	33468
35400	33728
35810	33880
36082	34000
36432	34236
36776	34336
37193	34461
37432	34584
37784	34704
38208	34853
38424	34941
38744	35082
39132	35138
39444	35193
39626	35260
39897	35328
40184	35440
40404	35468
40652	35584
40904	35614
41134	35706
41292	35778
41472	35868
41652	35938
41805	36024
41992	36096
42072	36196
42184	36268
42340	36392
42476	36484
42440	36584
42480	36672
42492	36816
42620	36908
42600	37024
42572	37154
42720	37253
42568	37420
42658	37512
42568	37624
42540	37760
42504	37888
42528	38032
42577	38160
42440	38372
42424	38520
42404	38685
42408	38773
42410	38960
42464	39152
42520	39290
42392	39528
42500	39664
42416	39892
42440	40033
42525	40228
42469	40377
42585	40498
42560	40709
42564	40856
42588	40952
42620	41112
42676	41232
42758	41280
42812	41496
42836	41536
42760	41676
42824	41660
42800	41720
42818	41812
42844	41888
42860	41910
42880	41962
42881	42008
42888	42088
42892	42124
42896	42248
42900	42272
43005	42213
42888	42390
42920	42424
42880	42336
42881	42492
42844	42504
42832	42460
42816	42593
42820	42556
42824	42580
42704	42728
42776	42705
42712	42736
42664	42728
42610	42712
42528	42736
42444	42818
42462	42736
42416	42724
42328	42736
42344	42804
42241	42660
42228	42621
42260	42576
42216	42504
42152	42532
42257	42352
42116	42344
42100	42276
42137	42064
42120	41892
42116	41829
42140	41712
42260	41412
42160	41224
42172	41024
42188	40809
42192	40576
42336	40324
42260	40048
42304	39824
